69

0,120,50,20,2,6











50,200,50,20,0,6







100,200,50,20,0,6
100,220,50,20,0,6
100,240,50,20,0,6





150,220,50,20,11,0
150,240,50,20,11,0
150,260,50,20,0,6




200,160,50,20,0,0
200,200,50,20,11,0
200,220,50,20,11,0
200,240,50,20,11,9
200,280,50,20,13,0



250,220,50,20,0,6
250,240,50,20,0,6
250,260,50,20,0,6
250,280,50,20,13,0

300,120,50,20,2,6

300,200,50,20,0,6
300,220,50,20,7,0
300,240,50,20,7,0
300,280,50,20,7,0




350,180,50,20,3,0
350,220,50,20,0,6
350,240,50,20,0,6
350,280,50,20,13,0



400,160,50,20,0,0

400,220,50,20,11,0
400,240,50,20,11,9
400,280,50,20,13,0



450,200,50,20,11,0
450,220,50,20,11,0
450,240,50,20,11,0




500,220,50,20,0,6
500,240,50,20,0,6
500,260,50,20,0,6





550,200,50,20,0,6





600,140,50,20,2,6






























